"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Koronavirus-tulos näytteestä","Epävarmuus-tekijät","Virtaama","Normalisoitu RNA-lukumäärä DNA-standardilla","Normalisoitu RNA-lukumäärä RNA-standardilla"
"2021-05-17","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","236978","8807",""
"2021-05-17","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","18046","19561",""
"2021-05-17","Kuhasalo","Joensuu","98000","ei havaittu","b","22439","",""
"2021-05-17","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","37380","",""
"2021-05-17","Peuraniemi","Kajaani","33714","ei havaittu","a b","13570","",""
"2021-05-17","Peurasaari","Kemi","23000","ei havaittu","b","13040","",""
"2021-05-17","Hopeakivenlahti","Kokkola","36000","havaittu, yli määritysrajan","b","9515","22699",""
"2021-05-17","Koko maa","Koko maa","","","","","5439",""
"2021-05-17","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","26986","",""
"2021-05-17","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","b","21860","",""
"2021-05-17","Lehtoniemi","Kuopio","90697","tulos epävarma","b","22288","",""
"2021-05-17","Kariniemi","Lahti","63500","havaittu, yli määritysrajan","a","17356","98060",""
"2021-05-17","Ali-Juhakkala","Lahti","61500","havaittu, yli määritysrajan","b","12794","117272",""
"2021-05-17","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","14817","",""
"2021-05-17","Lotsbroverket","Maarianhamina - Mariehamn","21000","ei havaittu","b","6709","",""
"2021-05-17","Kenkäveronniemi","Mikkeli","42000","havaittu, alle määritysrajan","b","9773","",""
"2021-05-17","Taskila","Oulu","200000","havaittu, alle määritysrajan","","52913","",""
"2021-05-17","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","b","14053","",""
"2021-05-17","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","","10875","",""
"2021-05-17","Alakorkalo","Rovaniemi","55000","ei havaittu","a b","26016","",""
"2021-05-17","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","a b","11963","",""
"2021-05-17","Pihlajaniemi","Savonlinna","22571","ei havaittu","b","8228","",""
"2021-05-17","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","ei havaittu","b","16495","",""
"2021-05-17","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","61124","7818",""
"2021-05-17","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","b","71702","",""
"2021-05-17","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","17504","",""
"2021-05-10","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","274287","25148",""
"2021-05-10","Koko maa","Koko maa","","","","","15761",""
"2021-05-10","Lehtoniemi","Kuopio","90697","ei havaittu","b","24162","",""
"2021-05-10","Taskila","Oulu","200000","havaittu, alle määritysrajan","","53567","",""
"2021-05-10","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","c","64869","",""
"2021-05-10","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","77313","13048",""
"2021-05-03","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","98060","7440",""
"2021-05-03","Viikinmäki","Helsinki","860000","havaittu, alle määritysrajan","","267759","",""
"2021-05-03","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","18603","14722",""
"2021-05-03","Kuhasalo","Joensuu","98000","ei havaittu","b","25256","",""
"2021-05-03","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","41045","",""
"2021-05-03","Peuraniemi","Kajaani","33714","ei havaittu","b","13947","",""
"2021-05-03","Peurasaari","Kemi","23000","tulos epävarma","","14629","",""
"2021-05-03","Hopeakivenlahti","Kokkola","36000","ei havaittu","","10384","",""
"2021-05-03","Koko maa","Koko maa","","","","","4792",""
"2021-05-03","Mussalo","Kotka","99000","tulos epävarma","b","30582","",""
"2021-05-03","Mäkikylä","Kouvola","67107","tulos epävarma","b","26572","",""
"2021-05-03","Lehtoniemi","Kuopio","90697","ei havaittu","b","24988","",""
"2021-05-03","Kariniemi","Lahti","63500","havaittu, yli määritysrajan","","18525","88567",""
"2021-05-03","Ali-Juhakkala","Lahti","61500","havaittu, yli määritysrajan","b","14585","12714",""
"2021-05-03","Toikansuo","Lappeenranta","63000","tulos epävarma","b","16238","",""
"2021-05-03","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","4717","",""
"2021-05-03","Kenkäveronniemi","Mikkeli","42000","ei havaittu","","12434","",""
"2021-05-03","Taskila","Oulu","200000","havaittu, alle määritysrajan","","55887","",""
"2021-05-03","Alheda","Pietarsaari","30500","ei havaittu","b","10310","",""
"2021-05-03","Luotsinmäki","Pori","112000","tulos epävarma","","27616","",""
"2021-05-03","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","b","10455","",""
"2021-05-03","Alakorkalo","Rovaniemi","55000","ei havaittu","b","16337","",""
"2021-05-03","Salonkeskuspuhdistamo","Salo","45000","havaittu, yli määritysrajan","b","89000","267277",""
"2021-05-03","Pihlajaniemi","Savonlinna","22571","tulos epävarma","","9461","",""
"2021-05-03","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","tulos epävarma","b","15661","",""
"2021-05-03","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","49369","6892",""
"2021-05-03","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","66110","19172",""
"2021-05-03","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","22359","",""
"2021-05-03","Nummela","Vihti","17500","havaittu, yli määritysrajan","","2939","459265",""
"2021-04-26","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","321213","12057",""
"2021-04-26","Koko maa","Koko maa","","","","","9097",""
"2021-04-26","Lehtoniemi","Kuopio","90697","tulos epävarma","","30751","",""
"2021-04-26","Taskila","Oulu","200000","havaittu, alle määritysrajan","","71619","",""
"2021-04-26","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","56914","9391",""
"2021-04-26","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","74287","8068",""
"2021-04-19","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","107144","24061",""
"2021-04-19","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","287549","15167",""
"2021-04-19","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","22848","86407",""
"2021-04-19","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","32321","",""
"2021-04-19","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","56325","",""
"2021-04-19","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","b","17263","",""
"2021-04-19","Peurasaari","Kemi","23000","tulos epävarma","b","15260","",""
"2021-04-19","Hopeakivenlahti","Kokkola","36000","ei havaittu","a b","12197","",""
"2021-04-19","Koko maa","Koko maa","","","","","15517",""
"2021-04-19","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","39786","",""
"2021-04-19","Mäkikylä","Kouvola","67107","tulos epävarma","b","35820","",""
"2021-04-19","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","35145","",""
"2021-04-19","Kariniemi","Lahti","63500","havaittu, yli määritysrajan","a b","22010","33344",""
"2021-04-19","Ali-Juhakkala","Lahti","61500","havaittu, yli määritysrajan","b","16034","32011",""
"2021-04-19","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","19635","",""
"2021-04-19","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","5035","",""
"2021-04-19","Kenkäveronniemi","Mikkeli","42000","havaittu, alle määritysrajan","b","16584","",""
"2021-04-19","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","68485","",""
"2021-04-19","Alheda","Pietarsaari","30500","ei havaittu","b","12197","",""
"2021-04-19","Luotsinmäki","Pori","112000","tulos epävarma","a b","33862","",""
"2021-04-19","Maanpäänniemi","Rauma","40000","ei havaittu","b","12077","",""
"2021-04-19","Alakorkalo","Rovaniemi","55000","ei havaittu","b","22727","",""
"2021-04-19","Salonkeskuspuhdistamo","Salo","45000","havaittu, yli määritysrajan","b","111000","524315",""
"2021-04-19","Pihlajaniemi","Savonlinna","22571","havaittu, alle määritysrajan","b","11694","",""
"2021-04-19","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, alle määritysrajan","b","21369","",""
"2021-04-19","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","60617","38122",""
"2021-04-19","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","79206","22017",""
"2021-04-19","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","21928","",""
"2021-04-19","Nummela","Vihti","17500","havaittu, alle määritysrajan","b","3204","",""
"2021-04-12","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","(b)","346487","17280",""
"2021-04-12","Koko maa","Koko maa","","","","","13720",""
"2021-04-12","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","(b)","34431","",""
"2021-04-12","Taskila","Oulu","200000","havaittu, alle määritysrajan","(b)","58037","",""
"2021-04-12","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","(b)","99197","12028",""
"2021-04-12","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","(b)","110781","16702",""
"2021-04-06","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","165101","11011",""
"2021-04-06","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","458354","15909",""
"2021-04-06","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","b","28067","",""
"2021-04-06","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","26874","",""
"2021-04-06","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","59771","",""
"2021-04-06","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","b","14383","",""
"2021-04-06","Peurasaari","Kemi","23000","ei havaittu","b","12180","",""
"2021-04-06","Hopeakivenlahti","Kokkola","36000","tulos epävarma","b","16307","",""
"2021-04-06","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","65042","",""
"2021-04-06","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","c","14000","",""
"2021-04-06","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","32748","",""
"2021-04-06","Kariniemi","Lahti","63500","havaittu, yli määritysrajan","b","31429","20926",""
"2021-04-06","Ali-Juhakkala","Lahti","61500","havaittu, alle määritysrajan","b","28476","",""
"2021-04-06","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","22594","",""
"2021-04-06","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","5255","",""
"2021-04-06","Kenkäveronniemi","Mikkeli","42000","havaittu, alle määritysrajan","b","19638","",""
"2021-04-06","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","68881","",""
"2021-04-06","Alheda","Pietarsaari","30500","ei havaittu","b","17535","",""
"2021-04-06","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","40198","",""
"2021-04-06","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","b","14376","",""
"2021-04-06","Alakorkalo","Rovaniemi","55000","ei havaittu","b","16088","",""
"2021-04-06","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","b","22200","",""
"2021-04-06","Pihlajaniemi","Savonlinna","22571","havaittu, alle määritysrajan","b","13515","",""
"2021-04-06","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","ei havaittu","b","36725","",""
"2021-04-06","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","b","78607","",""
"2021-04-06","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","96039","13830",""
"2021-04-06","Pått","Vaasa","69500","tulos epävarma","b","33140","",""
"2021-04-06","Nummela","Vihti","17500","havaittu, yli määritysrajan","b","4404","28472",""
"2021-04-05","Koko maa","Koko maa","","","","","9622",""
"2021-03-29","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","400296","16729",""
"2021-03-29","Koko maa","Koko maa","","","","","15992",""
"2021-03-29","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","","25393","",""
"2021-03-29","Taskila","Oulu","200000","havaittu, alle määritysrajan","","46232","",""
"2021-03-29","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","64099","21947",""
"2021-03-29","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","95911","24448",""
"2021-03-22","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","103692","125630",""
"2021-03-22","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","270867","86564",""
"2021-03-22","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","15617","15177",""
"2021-03-22","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","15014","",""
"2021-03-22","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","33118","94907",""
"2021-03-22","Peuraniemi","Kajaani","33714","havaittu, yli määritysrajan","b","6428","13405",""
"2021-03-22","Peurasaari","Kemi","23000","ei havaittu","b","4472","",""
"2021-03-22","Hopeakivenlahti","Kokkola","36000","havaittu, alle määritysrajan","a b","8451","",""
"2021-03-22","Koko maa","Koko maa","","","","","70332",""
"2021-03-22","Mussalo","Kotka","99000","havaittu, alle määritysrajan","","29327","",""
"2021-03-22","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","b","22751","",""
"2021-03-22","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","18025","14182",""
"2021-03-22","Kariniemi","Lahti","63500","havaittu, yli määritysrajan","","15503","216493",""
"2021-03-22","Ali-Juhakkala","Lahti","61500","havaittu, yli määritysrajan","b","12309","27872",""
"2021-03-22","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","13333","34116",""
"2021-03-22","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","6004","",""
"2021-03-22","Kenkäveronniemi","Mikkeli","42000","havaittu, yli määritysrajan","b","8988","53078",""
"2021-03-22","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","41424","",""
"2021-03-22","Alheda","Pietarsaari","30500","ei havaittu","b","7879","",""
"2021-03-22","Luotsinmäki","Pori","112000","tulos epävarma","b","30202","",""
"2021-03-22","Maanpäänniemi","Rauma","40000","havaittu, yli määritysrajan","","11371","9375",""
"2021-03-22","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","","14587","",""
"2021-03-22","Salonkeskuspuhdistamo","Salo","45000","havaittu, yli määritysrajan","","9900","62581",""
"2021-03-22","Pihlajaniemi","Savonlinna","22571","havaittu, yli määritysrajan","b","5977","11387",""
"2021-03-22","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","tulos epävarma","b","16000","",""
"2021-03-22","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","59461","44492",""
"2021-03-22","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","73521","71325",""
"2021-03-22","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","16641","",""
"2021-03-22","Nummela","Vihti","17500","havaittu, alle määritysrajan","b","2929","",""
"2021-03-15","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","311431","59241",""
"2021-03-15","Koko maa","Koko maa","","","","","58392",""
"2021-03-15","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","16478","76897",""
"2021-03-15","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","40633","",""
"2021-03-15","Alheda","Pietarsaari","30500","ei havaittu","b","7066","",""
"2021-03-15","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","63450","29187",""
"2021-03-15","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","83950","108220",""
"2021-03-08","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","111845","104635",""
"2021-03-08","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","291241","95537",""
"2021-03-08","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","17210","27278",""
"2021-03-08","Kuhasalo","Joensuu","98000","tulos epävarma","b","15601","",""
"2021-03-08","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","31010","",""
"2021-03-08","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","b","7181","",""
"2021-03-08","Peurasaari","Kemi","23000","ei havaittu","b","5005","",""
"2021-03-08","Hopeakivenlahti","Kokkola","36000","havaittu, alle määritysrajan","b","7717","",""
"2021-03-08","Koko maa","Koko maa","","","","","56134",""
"2021-03-08","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","29048","",""
"2021-03-08","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","b","23413","",""
"2021-03-08","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","17081","",""
"2021-03-08","Kariniemi","Lahti","63500","havaittu, alle määritysrajan","b","16603","",""
"2021-03-08","Ali-Juhakkala","Lahti","61500","havaittu, yli määritysrajan","b","12892","32002",""
"2021-03-08","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","12551","",""
"2021-03-08","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, yli määritysrajan","","5637","24768",""
"2021-03-08","Kenkäveronniemi","Mikkeli","42000","havaittu, yli määritysrajan","b","9122","5921",""
"2021-03-08","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","39312","",""
"2021-03-08","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","b","8715","",""
"2021-03-08","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","30742","",""
"2021-03-08","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","","13779","",""
"2021-03-08","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","","12983","",""
"2021-03-08","Salonkeskuspuhdistamo","Salo","45000","ei havaittu","b","5218","",""
"2021-03-08","Pihlajaniemi","Savonlinna","22571","ei havaittu","b","5871","",""
"2021-03-08","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","ei havaittu","b","14335","",""
"2021-03-08","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","67350","10449",""
"2021-03-08","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","89490","33881",""
"2021-03-08","Pått","Vaasa","69500","havaittu, alle määritysrajan","","15259","",""
"2021-03-08","Nummela","Vihti","17500","havaittu, yli määritysrajan","b","3054","139856",""
"2021-03-01","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","330329","65735",""
"2021-03-01","Koko maa","Koko maa","","","","","39311",""
"2021-03-01","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","20535","",""
"2021-03-01","Taskila","Oulu","200000","havaittu, alle määritysrajan","a b","41611","",""
"2021-03-01","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","b","69854","",""
"2021-03-01","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","137299","26096",""
"2021-02-22","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","87618","29595",""
"2021-02-22","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","264061","44153",""
"2021-02-22","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","b","14942","",""
"2021-02-22","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","17003","",""
"2021-02-22","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","32726","",""
"2021-02-22","Peuraniemi","Kajaani","33714","tulos epävarma","a","6944","",""
"2021-02-22","Peurasaari","Kemi","23000","havaittu, alle määritysrajan","b","5338","",""
"2021-02-22","Hopeakivenlahti","Kokkola","36000","havaittu, alle määritysrajan","b","7849","",""
"2021-02-22","Koko maa","Koko maa","","","","","23139",""
"2021-02-22","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","22504","",""
"2021-02-22","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","b","16921","",""
"2021-02-22","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","18995","",""
"2021-02-22","Kariniemi","Lahti","63500","havaittu, alle määritysrajan","b","14469","",""
"2021-02-22","Ali-Juhakkala","Lahti","61500","havaittu, alle määritysrajan","b","10829","",""
"2021-02-22","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","12836","",""
"2021-02-22","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, yli määritysrajan","b","10698","17259",""
"2021-02-22","Kenkäveronniemi","Mikkeli","42000","havaittu, yli määritysrajan","b","8331","9253",""
"2021-02-22","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","40425","",""
"2021-02-22","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","b","6902","",""
"2021-02-22","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","30951","",""
"2021-02-22","Maanpäänniemi","Rauma","40000","havaittu, yli määritysrajan","","12148","79752",""
"2021-02-22","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","b","15617","",""
"2021-02-22","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","","7658","",""
"2021-02-22","Pihlajaniemi","Savonlinna","22571","havaittu, alle määritysrajan","","5366","",""
"2021-02-22","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","ei havaittu","b","11018","",""
"2021-02-22","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","59800","10426",""
"2021-02-22","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","90661","10326",""
"2021-02-22","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","14546","10760",""
"2021-02-22","Nummela","Vihti","17500","havaittu, yli määritysrajan","b","2656","34018",""
"2021-02-15","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","240961","69114",""
"2021-02-15","Koko maa","Koko maa","","","","","54237",""
"2021-02-15","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","18572","",""
"2021-02-15","Taskila","Oulu","200000","havaittu, alle määritysrajan","","36639","",""
"2021-02-15","Salonkeskuspuhdistamo","Salo","45000","havaittu, yli määritysrajan","b","8074","4181",""
"2021-02-15","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","58392","",""
"2021-02-15","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","64085","98785",""
"2021-02-09","Kenkäveronniemi","Mikkeli","42000","havaittu, alle määritysrajan","b","9514","",""
"2021-02-08","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","98152","44267",""
"2021-02-08","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","255845","70209",""
"2021-02-08","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","15291","5537",""
"2021-02-08","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","15849","",""
"2021-02-08","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","32806","15026",""
"2021-02-08","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","","7054","",""
"2021-02-08","Peurasaari","Kemi","23000","ei havaittu","b","5867","",""
"2021-02-08","Hopeakivenlahti","Kokkola","36000","ei havaittu","b","8255","",""
"2021-02-08","Koko maa","Koko maa","","","","","36965",""
"2021-02-08","Mussalo","Kotka","99000","tulos epävarma","b","25504","",""
"2021-02-08","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","b","22198","",""
"2021-02-08","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","17379","6938",""
"2021-02-08","Kariniemi","Lahti","63500","tulos epävarma","b","15012","",""
"2021-02-08","Ali-Juhakkala","Lahti","61500","havaittu, alle määritysrajan","","12507","",""
"2021-02-08","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","","12683","",""
"2021-02-08","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","5682","",""
"2021-02-08","Taskila","Oulu","200000","havaittu, alle määritysrajan","","41936","",""
"2021-02-08","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","b","7214","",""
"2021-02-08","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","26161","",""
"2021-02-08","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","","10017","",""
"2021-02-08","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","","16301","",""
"2021-02-08","Pihlajaniemi","Savonlinna","22571","havaittu, yli määritysrajan","b","6160","20894",""
"2021-02-08","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, alle määritysrajan","b","12000","",""
"2021-02-08","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","b","98152","",""
"2021-02-08","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","69469","22492",""
"2021-02-08","Pått","Vaasa","69500","havaittu, yli määritysrajan","","14252","19278",""
"2021-02-08","Nummela","Vihti","17500","havaittu, yli määritysrajan","b","2773","7467",""
"2021-02-04","Taskila","Oulu","200000","havaittu, alle määritysrajan","(a) b","43231","",""
"2021-02-01","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","287601","40374",""
"2021-02-01","Koko maa","Koko maa","","","","","22715",""
"2021-02-01","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","16525","22212",""
"2021-02-01","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","61112","",""
"2021-02-01","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","b","84669","",""
"2021-01-25","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","121084","9022",""
"2021-01-25","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","337603","15863",""
"2021-01-25","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","b","17658","",""
"2021-01-25","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","18676","",""
"2021-01-25","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","34297","31781",""
"2021-01-25","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","b","7596","",""
"2021-01-25","Peurasaari","Kemi","23000","havaittu, alle määritysrajan","b","6458","",""
"2021-01-25","Hopeakivenlahti","Kokkola","36000","ei havaittu","a b","8573","",""
"2021-01-25","Koko maa","Koko maa","","","","","11943",""
"2021-01-25","Mussalo","Kotka","99000","havaittu, yli määritysrajan","b","27584","4486",""
"2021-01-25","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","21276","16629",""
"2021-01-25","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","18209","",""
"2021-01-25","Kariniemi","Lahti","63500","havaittu, alle määritysrajan","b","16295","",""
"2021-01-25","Ali-Juhakkala","Lahti","61500","havaittu, alle määritysrajan","","13637","",""
"2021-01-25","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","14084","",""
"2021-01-25","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","11873","",""
"2021-01-25","Kenkäveronniemi","Mikkeli","42000","havaittu, alle määritysrajan","","9317","",""
"2021-01-25","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","41133","",""
"2021-01-25","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","b","7704","",""
"2021-01-25","Luotsinmäki","Pori","112000","ei havaittu","b","34093","",""
"2021-01-25","Maanpäänniemi","Rauma","40000","havaittu, yli määritysrajan","b","14877","13103",""
"2021-01-25","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","b","16741","",""
"2021-01-25","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","b","15950","",""
