"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Sairaanhoitopiiri","Näytetyyppi","Koronavirustulos näytteestä","Epävarmuustekijät","Virtaama","Virtaamakorjattu RNA-lukumäärä"
"2021-09-06","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","39909","4813"
"2021-09-06","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","25065",""
"2021-09-06","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","66434","35871"
"2021-09-06","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","70143","160291"
"2021-09-06","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","15627","36046"
"2021-08-30","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","126890","127222"
"2021-08-30","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","316842","67381"
"2021-08-30","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","16213","19303"
"2021-08-30","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","17193",""
"2021-08-30","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","39938",""
"2021-08-30","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","26984","21356"
"2021-08-30","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","20222","35678"
"2021-08-30","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","42571","8195"
"2021-08-30","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","28510",""
"2021-08-30","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","13043","12988"
"2021-08-30","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","72290","54904"
"2021-08-30","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","94794","168563"
"2021-08-30","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","15102","16028"
"2021-08-23","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","127683","54760"
"2021-08-23","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","286959","82344"
"2021-08-23","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","15730","54485"
"2021-08-23","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16707",""
"2021-08-23","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","39896","14859"
"2021-08-23","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","28097","15630"
"2021-08-23","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","24500","19444"
"2021-08-23","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","18274",""
"2021-08-23","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","43989","21214"
"2021-08-23","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","30724",""
"2021-08-23","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","73567","48988"
"2021-08-23","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","115494","15010"
"2021-08-23","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","16158","21010"
"2021-08-17","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","20400",""
"2021-08-17","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","15612",""
"2021-08-17","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","28793",""
"2021-08-16","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","106317","90100"
"2021-08-16","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","279461","76634"
"2021-08-16","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","21808","81099"
"2021-08-16","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","20348",""
"2021-08-16","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","36721","31731"
"2021-08-16","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","29111","11916"
"2021-08-16","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","48801","62861"
"2021-08-16","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","8624",""
"2021-08-16","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","11005",""
"2021-08-16","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13445","13923"
"2021-08-16","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","77242","82711"
"2021-08-16","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","125689","99969"
"2021-08-16","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","13434","7807"
"2021-08-09","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","84285","230394"
"2021-08-09","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","229187","164729"
"2021-08-09","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","31442","13321"
"2021-08-09","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","35833","15827"
"2021-08-09","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","9345",""
"2021-08-09","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","64742","127435"
"2021-08-09","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","67898","114811"
"2021-08-02","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","85528","195578"
"2021-08-02","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","254395","71464"
"2021-08-02","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","30362","18255"
"2021-08-02","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","15049","7271"
"2021-08-02","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","41108","4526"
"2021-08-02","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","62799","37802"
"2021-08-02","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","80512","18939"
"2021-07-26","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","63783","92302"
"2021-07-26","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","183541","65663"
"2021-07-26","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","27940","13728"
"2021-07-26","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","12215",""
"2021-07-26","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","37913",""
"2021-07-26","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","10700","5041"
"2021-07-26","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","54363","110300"
"2021-07-26","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","46760","112190"
"2021-07-19","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","65676","32584"
"2021-07-19","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","191460","23886"
"2021-07-19","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","31064","16269"
"2021-07-19","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16800",""
"2021-07-19","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","38653","7387"
"2021-07-19","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","ei havaittu","b","6376",""
"2021-07-19","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","15136",""
"2021-07-19","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","9370",""
"2021-07-19","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","34161","18763"
"2021-07-19","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","48268","17499"
"2021-07-12","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","69018","9820"
"2021-07-12","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","195421","9916"
"2021-07-12","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","30377",""
"2021-07-12","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","12644",""
"2021-07-12","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","39679",""
"2021-07-12","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","62210",""
"2021-07-12","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","50908",""
"2021-07-05","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","67155","7299"
"2021-07-05","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","209389","6469"
