"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Virtaama","Menetelmä","Epävarmuus-tekijät","Koronavirus-tulos näytteestä","Normalisoitu RNA-lukumäärä"
"2023-06-11","Pått","Vaasa","69500","14365","qPCR C","","Havaittiin","12164"
"2023-06-05","Aggregoitu","Aggregoitu","","","qPCR C","","","55332"
"2023-06-04","Blominmäki","Espoo","390000","76994","qPCR C","","Havaittiin","55140"
"2023-06-04","Viikinmäki","Helsinki","910000","212468","qPCR C","","Havaittiin","47185"
"2023-06-04","Kuhasalo","Joensuu","98000","15623","qPCR C","","Havaittiin","27922"
"2023-06-04","Nenäinniemi","Jyväskylä","154600","37968","qPCR C","","Havaittiin","60988"
"2023-06-04","Lehtoniemi","Kuopio","95400","20916","qPCR C","","Havaittiin","52738"
"2023-06-04","Taskila","Oulu","200000","49697","qPCR C","","Havaittiin","130054"
"2023-06-04","Viinikanlahti","Tampere","200000","62549","qPCR C","a","Havaittiin","81837"
"2023-06-04","Kakolanmäki","Turku","300000","56248","qPCR C","","Havaittiin","30858"
"2023-06-04","Pått","Vaasa","69500","14969","qPCR C","","Havaittiin","18555"
"2023-05-29","Aggregoitu","Aggregoitu","","","qPCR C","","","40389"
"2023-05-28","Blominmäki","Espoo","390000","80599","qPCR C","","Havaittiin","29771"
"2023-05-28","Viikinmäki","Helsinki","910000","217163","qPCR C","","Havaittiin","45400"
"2023-05-28","Kuhasalo","Joensuu","98000","16515","qPCR C","","Havaittiin","27915"
"2023-05-28","Nenäinniemi","Jyväskylä","154600","36366","qPCR C","","Havaittiin","39456"
"2023-05-28","Lehtoniemi","Kuopio","95400","21777","qPCR C","","Havaittiin","30801"
"2023-05-28","Taskila","Oulu","200000","50489","qPCR C","","Havaittiin","40152"
"2023-05-28","Viinikanlahti","Tampere","200000","67532","qPCR C","","Havaittiin","45388"
"2023-05-28","Kakolanmäki","Turku","300000","58304","qPCR C","","Havaittiin","36974"
"2023-05-28","Pått","Vaasa","69500","16367","qPCR C","","Havaittiin","6578"
"2023-05-22","Aggregoitu","Aggregoitu","","","qPCR C","","","69370"
"2023-05-21","Blominmäki","Espoo","390000","80582","qPCR C","","Havaittiin","68735"
"2023-05-21","Viikinmäki","Helsinki","910000","217519","qPCR C","","Havaittiin","54414"
"2023-05-21","Kuhasalo","Joensuu","98000","18138","qPCR C","","Havaittiin","55200"
"2023-05-21","Nenäinniemi","Jyväskylä","154600","36573","qPCR C","","Havaittiin","113133"
"2023-05-21","Lehtoniemi","Kuopio","95400","19190","qPCR C","","Havaittiin","59779"
"2023-05-21","Toikansuo","Lappeenranta","63000","14496","qPCR C","","Havaittiin","43756"
"2023-05-21","Taskila","Oulu","200000","52625","qPCR C","","Havaittiin","106885"
"2023-05-21","Alakorkalo","Rovaniemi","55000","20427","qPCR C","","Havaittiin","147564"
"2023-05-21","Viinikanlahti","Tampere","200000","63907","qPCR C","","Havaittiin","79603"
"2023-05-21","Kakolanmäki","Turku","300000","60950","qPCR C","","Havaittiin","83839"
"2023-05-21","Pått","Vaasa","69500","17528","qPCR C","","Havaittiin","36590"
"2023-05-15","Aggregoitu","Aggregoitu","","","qPCR C","","","104964"
"2023-05-14","Blominmäki","Espoo","390000","86703","qPCR C","","Havaittiin","152523"
"2023-05-14","Viikinmäki","Helsinki","910000","230217","qPCR C","","Havaittiin","107116"
"2023-05-14","Kuhasalo","Joensuu","98000","20188","qPCR C","","Havaittiin","107594"
"2023-05-14","Nenäinniemi","Jyväskylä","154600","41516","qPCR C","","Havaittiin","137666"
"2023-05-14","Lehtoniemi","Kuopio","95400","19607","qPCR C","","Havaittiin","48453"
"2023-05-14","Taskila","Oulu","200000","53717","qPCR C","","Havaittiin","95023"
"2023-05-14","Viinikanlahti","Tampere","200000","68242","qPCR C","","Havaittiin","127171"
"2023-05-14","Kakolanmäki","Turku","300000","64962","qPCR C","","Havaittiin","119917"
"2023-05-14","Pått","Vaasa","69500","17607","qPCR C","","Havaittiin","50800"
"2023-05-08","Aggregoitu","Aggregoitu","","","qPCR C","","","131654"
"2023-05-07","Blominmäki","Espoo","390000","92510","qPCR C","c","Havaittiin","102766"
"2023-05-07","Viikinmäki","Helsinki","910000","244291","qPCR C","","Havaittiin","135390"
"2023-05-07","Kuhasalo","Joensuu","98000","24641","qPCR C","","Havaittiin","121268"
"2023-05-07","Nenäinniemi","Jyväskylä","154600","49287","qPCR C","","Havaittiin","305608"
"2023-05-07","Lehtoniemi","Kuopio","95400","25133","qPCR C","","Havaittiin","159675"
"2023-05-07","Taskila","Oulu","200000","56605","qPCR C","","Havaittiin","195383"
"2023-05-07","Viinikanlahti","Tampere","200000","74856","qPCR C","","Havaittiin","154735"
"2023-05-07","Kakolanmäki","Turku","300000","74223","qPCR C","","Havaittiin","58874"
"2023-05-07","Pått","Vaasa","69500","20371","qPCR C","","Havaittiin","123261"
"2023-05-01","Aggregoitu","Aggregoitu","","","qPCR C","","","173520"
"2023-05-01","Blominmäki","Espoo","390000","93537","qPCR C","","Havaittiin","194912"
"2023-05-01","Viikinmäki","Helsinki","910000","265268","qPCR C","","Havaittiin","144388"
"2023-05-01","Kuhasalo","Joensuu","98000","28263","qPCR C","","Havaittiin","125856"
"2023-05-01","Nenäinniemi","Jyväskylä","154600","61500","qPCR C","","Havaittiin","338988"
"2023-05-01","Lehtoniemi","Kuopio","95400","26579","qPCR C","","Havaittiin","199153"
"2023-05-01","Taskila","Oulu","200000","69692","qPCR C","","Havaittiin","147285"
"2023-05-01","Viinikanlahti","Tampere","200000","77363","qPCR C","","Havaittiin","307816"
"2023-05-01","Kakolanmäki","Turku","300000","71247","qPCR C","","Havaittiin","201770"
"2023-05-01","Pått","Vaasa","69500","25612","qPCR C","","Havaittiin","154068"
"2023-04-24","Aggregoitu","Aggregoitu","","","qPCR C","","","208037"
"2023-04-23","Blominmäki","Espoo","390000","97194","qPCR C","","Havaittiin","176611"
"2023-04-23","Viikinmäki","Helsinki","910000","263990","qPCR C","","Havaittiin","195425"
"2023-04-23","Kuhasalo","Joensuu","98000","31005","qPCR C","","Havaittiin","173056"
"2023-04-23","Nenäinniemi","Jyväskylä","154600","56727","qPCR C","","Havaittiin","231247"
"2023-04-23","Lehtoniemi","Kuopio","95400","31455","qPCR C","","Havaittiin","232286"
"2023-04-23","Taskila","Oulu","200000","59002","qPCR C","","Havaittiin","177450"
"2023-04-23","Alakorkalo","Rovaniemi","55000","21897","qPCR C","","Havaittiin","265339"
"2023-04-23","Viinikanlahti","Tampere","200000","84335","qPCR C","","Havaittiin","235167"
"2023-04-23","Kakolanmäki","Turku","300000","76401","qPCR C","","Havaittiin","257154"
"2023-04-23","Pått","Vaasa","69500","28181","qPCR C","","Havaittiin","141786"
"2023-04-17","Aggregoitu","Aggregoitu","","","qPCR C","","","149270"
"2023-04-16","Blominmäki","Espoo","390000","109521","qPCR C","","Havaittiin","148480"
"2023-04-16","Viikinmäki","Helsinki","910000","277954","qPCR C","","Havaittiin","103522"
"2023-04-16","Kuhasalo","Joensuu","98000","24959","qPCR C","","Havaittiin","158797"
"2023-04-16","Nenäinniemi","Jyväskylä","154600","52401","qPCR C","","Havaittiin","225187"
"2023-04-16","Lehtoniemi","Kuopio","95400","23042","qPCR C","","Havaittiin","235301"
"2023-04-16","Toikansuo","Lappeenranta","63000","22349","qPCR C","","Havaittiin","120299"
"2023-04-16","Taskila","Oulu","200000","50696","qPCR C","","Havaittiin","140310"
"2023-04-16","Alakorkalo","Rovaniemi","55000","15897","qPCR C","","Havaittiin","265683"
"2023-04-16","Viinikanlahti","Tampere","200000","66973","qPCR C","","Havaittiin","133082"
"2023-04-16","Kakolanmäki","Turku","300000","93444","qPCR C","","Havaittiin","249123"
"2023-04-16","Pått","Vaasa","69500","30307","qPCR C","","Havaittiin","165969"
"2023-04-10","Aggregoitu","Aggregoitu","","","qPCR C","","","232128"
"2023-04-10","Blominmäki","Espoo","390000","115124","qPCR C","","Havaittiin","267257"
"2023-04-10","Viikinmäki","Helsinki","910000","289713","qPCR C","","Havaittiin","205412"
"2023-04-10","Kuhasalo","Joensuu","98000","23418","qPCR C","","Havaittiin","256297"
"2023-04-10","Nenäinniemi","Jyväskylä","154600","49298","qPCR C","","Havaittiin","284160"
"2023-04-10","Lehtoniemi","Kuopio","95400","20520","qPCR C","","Havaittiin","368670"
"2023-04-10","Taskila","Oulu","200000","50233","qPCR C","","Havaittiin","194733"
"2023-04-10","Alakorkalo","Rovaniemi","55000","14638","qPCR C","","Havaittiin","259815"
"2023-04-10","Viinikanlahti","Tampere","200000","56347","qPCR C","","Havaittiin","266583"
"2023-04-10","Kakolanmäki","Turku","300000","120362","qPCR C","","Havaittiin","277718"
"2023-04-10","Pått","Vaasa","69500","26238","qPCR C","","Havaittiin","150189"
"2023-04-03","Aggregoitu","Aggregoitu","","","qPCR C","","","65224"
"2023-04-02","Blominmäki","Espoo","390000","121076","qPCR C","","Havaittiin","42119"
"2023-04-02","Viikinmäki","Helsinki","910000","313194","qPCR C","","Havaittiin","51784"
"2023-04-02","Kuhasalo","Joensuu","98000","16472","qPCR C","","Havaittiin","29288"
"2023-04-02","Nenäinniemi","Jyväskylä","154600","36627","qPCR C","","Havaittiin","61403"
"2023-04-02","Lehtoniemi","Kuopio","95400","16605","qPCR C","","Havaittiin","91525"
"2023-04-02","Taskila","Oulu","200000","42782","qPCR C","","Havaittiin","46993"
"2023-04-02","Alakorkalo","Rovaniemi","55000","12359","qPCR C","","Havaittiin","84783"
"2023-04-02","Viinikanlahti","Tampere","200000","70129","qPCR C","(b)","Havaittiin","143067"
"2023-04-02","Kakolanmäki","Turku","300000","95640","qPCR C","","Havaittiin","71650"
"2023-04-02","Pått","Vaasa","69500","16215","qPCR C","","Havaittiin","41015"
"2023-03-27","Aggregoitu","Aggregoitu","","","qPCR C","","","211840"
"2023-03-26","Blominmäki","Espoo","390000","248320","qPCR C","","Havaittiin","474368"
"2023-03-26","Viikinmäki","Helsinki","910000","505925","qPCR C","","Havaittiin","103808"
"2023-03-26","Kuhasalo","Joensuu","98000","18269","qPCR C","","Havaittiin","55857"
"2023-03-26","Nenäinniemi","Jyväskylä","154600","36939","qPCR C","","Havaittiin","359152"
"2023-03-26","Lehtoniemi","Kuopio","95400","16319","qPCR C","","Havaittiin","193402"
"2023-03-26","Taskila","Oulu","200000","39844","qPCR C","","Havaittiin","239429"
"2023-03-26","Alakorkalo","Rovaniemi","55000","12164","qPCR C","","Havaittiin","24941"
"2023-03-26","Viinikanlahti","Tampere","200000","86964","qPCR C","","Havaittiin","239119"
"2023-03-26","Kakolanmäki","Turku","300000","166557","qPCR C","","Havaittiin","614383"
"2023-03-26","Pått","Vaasa","69500","16146","qPCR C","","Havaittiin","124044"
"2023-03-20","Aggregoitu","Aggregoitu","","","qPCR C","","","98413"
"2023-03-19","Blominmäki","Espoo","390000","141491","qPCR C","","Havaittiin","116327"
"2023-03-19","Viikinmäki","Helsinki","910000","354685","qPCR C","","Havaittiin","94667"
"2023-03-19","Kuhasalo","Joensuu","98000","15628","qPCR C","","Havaittiin","39242"
"2023-03-19","Nenäinniemi","Jyväskylä","154600","34698","qPCR C","","Havaittiin","91026"
"2023-03-19","Lehtoniemi","Kuopio","95400","15560","qPCR C","","Havaittiin","61943"
"2023-03-19","Taskila","Oulu","200000","43353","qPCR C","","Havaittiin","69824"
"2023-03-19","Alakorkalo","Rovaniemi","55000","12136","qPCR C","","Havaittiin","158718"
"2023-03-19","Viinikanlahti","Tampere","200000","66707","qPCR C","","Havaittiin","97745"
"2023-03-19","Kakolanmäki","Turku","300000","127973","qPCR C","","Havaittiin","151908"
"2023-03-19","Pått","Vaasa","69500","15539","qPCR C","","Havaittiin","86511"
"2023-03-13","Aggregoitu","Aggregoitu","","","qPCR C","","","141226"
"2023-03-12","Blominmäki","Espoo","390000","88533","qPCR C","","Havaittiin","130436"
"2023-03-12","Viikinmäki","Helsinki","910000","241429","qPCR C","","Havaittiin","134227"
"2023-03-12","Kuhasalo","Joensuu","98000","14047","qPCR C","","Havaittiin","130751"
"2023-03-12","Nenäinniemi","Jyväskylä","154600","34480","qPCR C","","Havaittiin","117106"
"2023-03-12","Lehtoniemi","Kuopio","95400","14530","qPCR C","","Havaittiin","97496"
"2023-03-12","Taskila","Oulu","200000","41191","qPCR C","","Havaittiin","75913"
"2023-03-12","Alakorkalo","Rovaniemi","55000","12197","qPCR C","","Havaittiin","131337"
"2023-03-12","Viinikanlahti","Tampere","200000","65355","qPCR C","","Havaittiin","227648"
"2023-03-12","Kakolanmäki","Turku","300000","64382","qPCR C","","Havaittiin","185069"
"2023-03-12","Pått","Vaasa","69500","14192","qPCR C","","Havaittiin","65496"
"2023-03-06","Aggregoitu","Aggregoitu","","","qPCR C","","","95377"
"2023-03-05","Blominmäki","Espoo","390000","95132","qPCR C","","Havaittiin","58670"
"2023-03-05","Viikinmäki","Helsinki","910000","256969","qPCR C","","Havaittiin","99658"
"2023-03-05","Kuhasalo","Joensuu","98000","13885","qPCR C","","Havaittiin","30858"
"2023-03-05","Nenäinniemi","Jyväskylä","154600","33096","qPCR C","","Havaittiin","113107"
"2023-03-05","Lehtoniemi","Kuopio","95400","14502","qPCR C","","Havaittiin","101890"
"2023-03-05","Taskila","Oulu","200000","42359","qPCR C","","Havaittiin","44960"
"2023-03-05","Alakorkalo","Rovaniemi","55000","11871","qPCR C","","Havaittiin","253048"
"2023-03-05","Viinikanlahti","Tampere","200000","60244","qPCR C","","Havaittiin","121320"
"2023-03-05","Kakolanmäki","Turku","300000","72946","qPCR C","","Havaittiin","99448"
"2023-03-05","Pått","Vaasa","69500","14813","qPCR C","","Havaittiin","49448"
"2023-02-27","Aggregoitu","Aggregoitu","","","qPCR C","","","49848"
"2023-02-26","Blominmäki","Espoo","390000","95373","qPCR C","b","Havaittiin","21694"
"2023-02-26","Viikinmäki","Helsinki","910000","251900","qPCR C","","Havaittiin","54018"
"2023-02-26","Kuhasalo","Joensuu","98000","14516","qPCR C","","Havaittiin","14377"
"2023-02-26","Nenäinniemi","Jyväskylä","154600","34850","qPCR C","","Havaittiin","40611"
"2023-02-26","Lehtoniemi","Kuopio","95400","14502","qPCR C","","Havaittiin","15353"
"2023-02-26","Taskila","Oulu","200000","44631","qPCR C","","Havaittiin","34204"
"2023-02-26","Alakorkalo","Rovaniemi","55000","12284","qPCR C","b","Havaittiin","36993"
"2023-02-26","Viinikanlahti","Tampere","200000","65059","qPCR C","","Havaittiin","117879"
"2023-02-26","Kakolanmäki","Turku","300000","65831","qPCR C","b","Havaittiin","33615"
"2023-02-26","Pått","Vaasa","69500","13749","qPCR C","","Havaittiin","22088"
"2023-02-20","Aggregoitu","Aggregoitu","","","qPCR C","","","121134"
"2023-02-19","Blominmäki","Espoo","390000","111529","qPCR C","","Havaittiin","88363"
"2023-02-19","Viikinmäki","Helsinki","910000","288701","qPCR C","","Havaittiin","140966"
"2023-02-19","Kuhasalo","Joensuu","98000","14280","qPCR C","","Havaittiin","19835"
"2023-02-19","Nenäinniemi","Jyväskylä","154600","34965","qPCR C","","Havaittiin","97004"
"2023-02-19","Lehtoniemi","Kuopio","95400","15610","qPCR C","","Havaittiin","44331"
"2023-02-19","Toikansuo","Lappeenranta","63000","11651","qPCR C","","Havaittiin","56875"
"2023-02-19","Taskila","Oulu","200000","45658","qPCR C","","Havaittiin","64691"
"2023-02-19","Alheda","Pietarsaari","30500","6795","qPCR C","","Havaittiin","10135"
"2023-02-19","Alakorkalo","Rovaniemi","55000","12336","qPCR C","","Havaittiin","121520"
"2023-02-19","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","14872","qPCR C","","Havaittiin","138938"
"2023-02-19","Viinikanlahti","Tampere","200000","65406","qPCR C","","Havaittiin","157922"
"2023-02-19","Kakolanmäki","Turku","300000","75441","qPCR C","","Havaittiin","136646"
"2023-02-19","Pått","Vaasa","69500","15383","qPCR C","","Havaittiin","99010"
"2023-02-13","Aggregoitu","Aggregoitu","","","qPCR C","","","32928"
"2023-02-12","Blominmäki","Espoo","390000","100470","qPCR C","","Havaittiin","40497"
"2023-02-12","Viikinmäki","Helsinki","910000","261910","qPCR C","","Havaittiin","33232"
"2023-02-12","Kuhasalo","Joensuu","98000","14527","qPCR C","c","Havaittiin","11354"
"2023-02-12","Nenäinniemi","Jyväskylä","154600","35448","qPCR C","","Havaittiin","62869"
"2023-02-12","Lehtoniemi","Kuopio","95400","15336","qPCR C","","Havaittiin","39427"
"2023-02-12","Taskila","Oulu","200000","45519","qPCR C","","Havaittiin","28192"
"2023-02-12","Alakorkalo","Rovaniemi","55000","12205","qPCR C","","Havaittiin","40105"
"2023-02-12","Viinikanlahti","Tampere","200000","63537","qPCR C","","Havaittiin","40995"
"2023-02-12","Kakolanmäki","Turku","300000","66298","qPCR C","","Havaittiin","36258"
"2023-02-12","Pått","Vaasa","69500","16420","qPCR C","","Havaittiin","20804"
"2023-02-06","Aggregoitu","Aggregoitu","","","qPCR C","","","83699"
"2023-02-05","Blominmäki","Espoo","390000","102709","qPCR C","","Havaittiin","87627"
"2023-02-05","Viikinmäki","Helsinki","910000","277072","qPCR C","","Havaittiin","72017"
"2023-02-05","Kuhasalo","Joensuu","98000","14449","qPCR C","","Havaittiin","64913"
"2023-02-05","Nenäinniemi","Jyväskylä","154600","36446","qPCR C","","Havaittiin","101232"
"2023-02-05","Lehtoniemi","Kuopio","95400","15227","qPCR C","","Havaittiin","23592"
"2023-02-05","Taskila","Oulu","200000","45484","qPCR C","","Havaittiin","64350"
"2023-02-05","Alakorkalo","Rovaniemi","55000","12024","qPCR C","","Havaittiin","58902"
"2023-02-05","Viinikanlahti","Tampere","200000","64053","qPCR C","","Havaittiin","253502"
"2023-02-05","Kakolanmäki","Turku","300000","70155","qPCR C","","Havaittiin","57527"
"2023-02-05","Pått","Vaasa","69500","15701","qPCR C","","Havaittiin","45280"
"2023-01-30","Aggregoitu","Aggregoitu","","","qPCR C","","","44867"
"2023-01-29","Blominmäki","Espoo","390000","139331","qPCR C","","Havaittiin","55514"
"2023-01-29","Viikinmäki","Helsinki","910000","324756","qPCR C","","Havaittiin","50317"
"2023-01-29","Kuhasalo","Joensuu","98000","15691","qPCR C","","Havaittiin","24188"
"2023-01-29","Nenäinniemi","Jyväskylä","154600","37555","qPCR C","","Havaittiin","47875"
"2023-01-29","Lehtoniemi","Kuopio","95400","15830","qPCR C","","Havaittiin","16696"
"2023-01-29","Taskila","Oulu","200000","47757","qPCR C","","Havaittiin","37279"
"2023-01-29","Alakorkalo","Rovaniemi","55000","12765","qPCR C","","Havaittiin","105575"
"2023-01-29","Viinikanlahti","Tampere","200000","69424","qPCR C","","Havaittiin","58421"
"2023-01-29","Kakolanmäki","Turku","300000","79761","qPCR C","","Havaittiin","22488"
"2023-01-29","Pått","Vaasa","69500","16994","qPCR C","","Havaittiin","72714"
"2023-01-23","Aggregoitu","Aggregoitu","","","qPCR C","","","54558"
"2023-01-22","Blominmäki","Espoo","390000","67072","qPCR C","(b)","Havaittiin","37170"
"2023-01-22","Viikinmäki","Helsinki","910000","362795","qPCR C","","Havaittiin","52073"
"2023-01-22","Kuhasalo","Joensuu","98000","15636","qPCR C","","Havaittiin","85560"
"2023-01-22","Nenäinniemi","Jyväskylä","154600","37713","qPCR C","","Havaittiin","96271"
"2023-01-22","Lehtoniemi","Kuopio","95400","16275","qPCR C","","Havaittiin","95802"
"2023-01-22","Toikansuo","Lappeenranta","63000","12730","qPCR C","","Havaittiin","30969"
"2023-01-22","Taskila","Oulu","200000","45067","qPCR C","","Havaittiin","70478"
"2023-01-22","Alheda","Pietarsaari","30500","7243","qPCR C","","Havaittiin","16198"
"2023-01-22","Alakorkalo","Rovaniemi","55000","12292","qPCR C","","Havaittiin","117514"
"2023-01-22","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","17939","qPCR C","","Havaittiin","66463"
"2023-01-22","Viinikanlahti","Tampere","200000","75636","qPCR C","","Havaittiin","50778"
"2023-01-22","Kakolanmäki","Turku","300000","100656","qPCR C","","Havaittiin","19220"
"2023-01-16","Aggregoitu","Aggregoitu","","","qPCR C","","","61775"
"2023-01-15","Viikinmäki","Helsinki","910000","595564","qPCR C","","Havaittiin","40348"
